user description,class
Writer. Solar & climate change wonk. Walter wrangler. Been there. Seen it. Climbed that. Fact Check B4 U Forward. #DopeOldPeople Borahae :Costa_Rica: Pura Vida,1
"Proud @UofMemphis & @TexasSouthern alum; leading community-focused organizations; supporting @nlcmaryland @100BlackMen, @thursdaynetwork & @PGCYD. Tweets = MINE",1
MBBS BSc Hons Infectious Diseases :United_Kingdom: :Australia: Zero COVID Australia,1
"Magical Cards Player, Shooty Robot Pilot, Writer. He/Him/They/Them, demisexual, neurodivergent",1
"45 years in practice as Doctor of Podiatric Medicine in New Jersey, USA. Top 1% of Doctors in my profession. Now in Hong Kong to save the World from Pandemic",1
:woman_technologist::family_man_woman_boy::cat::camera::syringe::flexed_biceps::face_with_medical_mask::house_with_garden::cooking::cheese_wedge::cut_of_meat::baguette_bread::green_salad::tropical_drink:,1
"Communist · Anti-revisionist · Maoism sympathetic · She/Her · Xtian · Trans woman as in fuck you · AntiTerf Aktion · Neuros, TERFs and Fr*nch are block on sight",1
"Former ICU PT, :red_heart: data-driven healthcare, Planning retirement.:national_park::sport_utility_vehicle::airplane::world_map: M.G. *Blocks Qonspiracy regurgitaters,crypto trolls,bots & Covid deniers*",1
"screenwriter film & TV. i write about technology, intelligence & justice. invest in crypto & real estate. crypto class of early '17. :red_heart: art & gardening. she/her",1
io,1
"Dad, husband #BTC #ETH #DERO #ARRR  #AVAX #HTR #XEQ #DOT",1
:smiling_face_with_sunglasses: Support all Saint's dreams. Traduzco por diversión y por hobby. :no_entry: Toxic fans + Covid/Science deniers will be blocked. #ZeroCovid #CovidIsAirborne,1
"lover of liberty and the pursuit of happiness. Other interests: economics, business, gaming, medicine, law, home improvement, freedom.",1
i was just thinking about futility...:ringed_planet:,1
I'm exactly like the other girls,1
Founder of the Gerry Brady's PTSD Novel Symptoms Suffers Foundation.,1
Founder of the Gerry Brady's PTSD Novel Symptoms Suffers Foundation.,1
"Patriotic American. Freedom loving. Common sense & truth guide me. Against teaching CRT, gender swapping & other woke nonsense in our schools.",1
i was just thinking about futility...:ringed_planet:,1
Pronouns: No/Vaccine/Passports,1
Anti-Capitalist open to other ideologies. I build software for a living and build furniture for fun.,1
None,1
None,1
_URL_ I'm Bailbondsman in the tristate I seen it all. Made it in Crypto LFG:rocket: $WOO $FET,1
:woman_lifting_weights: :chart_increasing::woman_cook::airplane::water_pistol::motorcycle:,1
I am an Irish Republican. The dominos are beginning to fall.,1
"Hhhhh Chad, 29, she/her. Boymilf. My wildest dream: to outlive the United States",1
"Questioning the narrative, looking for truth, free speech, freedom of travel, and restoration of our God given rights.",1
"If you get it, you get it. If ya don't, too bad.",1
A free citizen,1
#1A #2A #10A #Repeal17A #COSProject #WFPB OSINT-newb #NotABot,1
A free citizen,1
":microscope:Science reporter: monkeypox, HIV, Covid, climate | Battling cancer | Contributor: @NYTimes @NBCNews @Guardian @TRF_Stories Also: @WaPo @TheNation @TheAtlantic",1
Christian - conservative  Pro America & Constitution #MAGA Israel must live Trump is My President Veteran.,1
"Systemic Change thru Localization, Decentralization and building collaborative communities. Stop being a shill - Take the :pill:.  Connection with Spirt Required",1
:France: :Kuwait: politique / l'Art,1
#CoVidIsAirborne. Any indoor place you go will have bad ventilation where those SARS-COV-2 aerosols will build - so #BetterMasks4All. #PZC !!,1
"A Truth teller,A Patriot in the shadows, ,A Warrior for freedom worldwide,I pray for peace but prepare for anything!!!!",1
None,1
"Blogging homeschool mom to five girls. Disability is becoming a way of life and being happy is the goal. Still write, scrapbook, read, quilt, as I'm able.",1
eggless holdout,1
observing this craziness we call life,1
future FEMA camp inmate :sparkles:,1
"Film | Photography | Home Theater | DIY | Travel | MCFC-NYJ-NYK-UM | :Peru: :Spain: | Orbis non Sufficit | Gracias a Diosito, y a José también |",1
"Gardener, ex computer consultant & Captain of my soul. 3rd time thru the Twitter censorship program for telling my truths. Perfection is a road not an ending.",1
"Former CWA Shop Steward, former long term Green, current healthcare worker. Abandon the Democrats, Republicans & their propaganda networks.",1
Russian disinformation agent bot obviously :syringe::Ukraine::face_with_medical_mask: thee/thou,1
hello.jeeyonshimgames at gmail • award winning game designer • founder & creative director Jeeyon Shim Games • _URL_,1
hello.jeeyonshimgames at gmail • award winning game designer • founder & creative director Jeeyon Shim Games • _URL_,1
Just trying to be successful in this world one of these days it'll happen... Sometimes I Coach.... Topguns.,1
":latin_cross::two_hearts:Yeshua 1st, He is my Savior! :United_States:Patriot protector of children & the innocent unborn! Author of, ""The Novel in Chapter Eleven!"" Truth always exposes evil!",1
None,1
"Democratic Socialist. Queer (he/him/they), Disabled, & passionate about a future with progress for ALL! #MedicareForAll #AbolishICE #BlackLivesMatter",1
"Fuck the patriarchy and it's unholy demon spawn, white lady feminism.",1
GIF maker and film aficionado. There will be some points I have made :kiss_mark:,1
fun guy and I don't take anyone's shit.,1
None,1
"Visual Learner. Lover of the Light. Mover of Furniture. Great at Sarcasm. Loves a Good Cup of Tea! Winter is My Favorite Season! Yes, God Lives! Coram Deo! :latin_cross:",1
Just a humble man 'splaining his perspective.,1
:tangerine:#MAGA :red_heart:USA :blue_heart:Trump :heart_suit:Desantis My new account so my tweets aren't shadow banned by Twitter because I'm a Republican and enjoy freedom of speech,1
talk stupid… get your head popped,1
Lover of Jesus. Lover of truth. Lover of humor. Rock Chalk.,1
They're my opinions.  Don't like em? Block Me. They'll never concern you again. RT does not equal endorsement  No DMs,1
Interested in perspective & truth. Severely depleted trust. Not anti vax just believe in #safertowait,1
None,1
An enquiring mind with a healthy dose of scepticism,1
"Covid is a military industrial complex project directed by the Pentagon as a newly evolved variant of endless war, permanent war economy.",1
:heart_on_fire::heart_on_fire::heart_on_fire:,1
"~ writer of fluffy thrill-ride fiction ~ red pilled circa late September, 2021",1
BA Psych MA & MS Kinesiology #BrightPalz 5978,1
some things in life are worth fighting for,1
None,1
Been on Twitter for 2 months and don't find it to be much fun. Probably deleting soon.,1
History is a farce this time. A modern Machiavelli. For legal purposes all tweets are satire. Read Discourses on Livy,1
"LOVE my girl :red_heart:, writing:writing_hand:, art:artist_palette:, beauty:hibiscus:, music:musical_note:, photography:camera_with_flash:, cats:cat_face:, reality TV #TheBachelor:rose:  Mostly doom scrolling the Apocalypse  #WearAMask :face_with_medical_mask: #N95",1
conservative Christian wife mother #letsgobrandon #FJB NO DMS #BidensWaronSeniors pronouns F/U,1
"Proud veteran, living in the best state in the nation with the best governor. Florida!! Say it like it is or shut up!!",1
curry skin princess ♛|:St._Lucia:,1
A carbon vessel interested in all things celestial. A human being with spiritual meaning. A political soul seeking libertarian goals. | _URL_,1
Refugee from Saint Anthony's Home for the Perpetually Offended She/It/He/You,1
:ambulance: Máster en apertura de umbrales con los codos. Superviviente de Vietnam.,1
Galactic Emperor. Retweet and like are not an endorsement.,1
"NURSE: ""I think she's gone, doctor."" DR. BENWAY: ""Well, it's all in the day's work.""",1
Christian Husband Father Deplorable Trump Supporter. #MAGA #KAG,1
any pronouns,1
None,1
None,1
None,1
"Fighting globalists, SJW's and cancel culture one tweet at a time",1
she/her born 319 ppm,1
CEO @ Maxwell Biosciences - developers of new therapeutic biotechnology for infectious disease. USAF Veteran. #biotech #virucide #monkeypox #covid #influenza,1
"A Brit living in Texas, tired of the BS & wanting a return to normalcy! Fan of @englandrugby and BBQ",1
Conservative & Libertarian. Die-hard Sabres fan.,1
US Military / God / Country / Harley Rider / Patriot,1
":United_States: Florida Patriot loves God, country, and America First Agenda! American who seeks the truth and loves military, police, and fire. _URL_",1
We are the people of Knox County who stand for less government and more freedom.,1
"Educator B.Ed., B.F.A., M.A., CDPPD #HumanRights #Climate #EndTheElectoralCollege #Reparations #UniversalHealthcare #EndGunViolence #PrecautionaryPrinciple",1
я шпион #AmericaFirst #fearthedeer #thisismycrew #gopackgo #BTC $ACH #CRO #MMFinance #HODL #2A #BusinessOwner #whitetrash #TheHobby :cigarette:Former Inmate,1
"Attorney, Yankees/Steelers/PC Friars/Knicks fan, libertarian and most importantly husband and dog-father. my feelings not hurt if you don't follow back/unfollow",1
"Father, Grandfather, American, Conservative, Author Rage Against the Grid. I will not comply. Resistance is not futile. #MAGA Gab, Parler, TruthSocial @jhenline",1
"Managing Editor, _URL_ Father, book nerd. Views are my own. ""The right time is any time that one is still so lucky as to have."" -- Henry James.",1
"Proud member of the transracial, racially fluid, racially non conforming, pan racial community. U.S. Army vet. Retired.",1
"Here to witness the terrifying spectacle of great nations collapsing in on themselves over vaccines, gender, race and net zero. Sifting through the rubble later",1
:star_and_crescent: Please focus on Medicare for all. Civil rights:thinking_face::money_bag:$ out of politics:medical_symbol::globe_showing_Asia-Australia:citizens unite. :balance_scale: Clean :droplet: LEARN CIVICS. :face_with_medical_mask::pill::syringe:Integrative medicine. No locked accounts,1
"Lidsville was a camp 70s cartoon & I may be too. A chronicle of this benighted colony's corporate capture, starting with #SiteC dam. No lists. Like ≠ agreement",1
Once Proud Brit (Eng)CFC/Quins/Surrey/LVR ALL LIVES MATTER Dislikes - Looney Left luvvies-EU- WOKE - Anti UK - BLM/ - Bullies/Defund BBC. GETTR - BearIslandBlue,1
"Conservative writer. Commentator. GOP campaign manager. America First. With God, all things are possible. As seen on @NDTV, @Reuters, @CNN. :United_States::Israel:",1
Minder virus is meer leven. Initiatief van Stichting Protect EveryBody :United_Kingdom:: @ContainmentNow. Tweets @misterblok & @vickyvdtogt,1
20| Bi | NB |  Amateur Journalist.  Any Opinions Expressed Here Are My Own. PFP by @IDontSleep19,1
"Now retired, was in computer telephony. Married for a long time (still) . enjoying retirement. Centre right.",1
"Think, Question Everything. You are a role model, like it or not. #Teacher #VulnerabilityIsASuperPower #ActuallyAutistic lower case singular they or whatever.",1
Radio: Your Prayer Intentions Sat Noon WQPH 89.3 Book: Hail Mary the Perfect Protestant & Catholic Prayer Podcast LiveStream Mon 12:35 AM Fri 9:15 AM RT Not/End,1
Radio: Your Prayer Intentions Sat Noon WQPH 89.3 Book: Hail Mary the Perfect Protestant & Catholic Prayer Podcast LiveStream Mon 12:35 AM Fri 9:15 AM RT Not/End,1
#dogearmy -Knowledge is regarded by the fool as ignorance.-,1
Clinical psychologist since 20 years. Wishing to inform and to be informed about truth and fact Our freedom is our birthright We need to unite for a good future,1
"Foodie, anime, avid traveler, revolutionary :scorpion: :woman_technologist_medium-dark_skin_tone:",1
Raised by lesbians in the 80s living in a misogynist world. Yet I would vote for the Conservatives and Republicans today because the CCP is our #1 enemy,1
Trudope is a WEF controlled Nazi. Covid is just a strain of the flu. Pandemic was created by the faulty PCR test. Digital ID is their endgame 4 total control,1
None,1
What if I say I'm not like the others? What if I say I'm not just another one of your plays? You're the pretender What if I say that I will never surrender?,1
"USMC Veteran. I choose peace, but violence is still accessible. The truth doesn't care about your feelings.",1
:United_States: Let's go Brandon!! Pronouns: MA/GA #fourdoorsmorewhores I have other uses for your throat which do not include injury,1
"Loyalty only to God, my family, and my brothers. 31/08/1997",1
"Pro-Disclosure, Experiencer, Amateur UFO/UAP Researcher, Acupuncturist & Functional Medicine Specialist, Sweatlodge, Vision Quest, & Bagua enthusiast :United_States:",1
Jew/Jewish/Zionist (Old Jew / Real Jew / New Zelenko Jew (unjabbed)),1
"An opinionated introvert, still a work in progress. Organic. A pessimist is an optimist with experience.",1
My Heart,1
None,1
"I'm not here to argue,  I speak my opinion... I don't ""circle back""....",1
"Mature critical thinker, MSM fact checker. Pure blood unvaxed and seeker of the truth and not MSM fear propaganda.",1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
None,1
Any sufficiently advanced stupidity is indistinguishable from evil.,1
"Don't trust, verify. A pivotal moment of our so-called freedom we know. #bitcoin #NoVaccinePassports #WW3 #plandemic #foodshortage #fuelshortage #FVD #reset",1
:latin_cross::folded_hands: :United_States::hundred_points::peace_symbol:GEN-X HETERO CHRISTIAN PURE BLOOD INDEPENDANT DEPLORABLE 4x Daughter of Revolution = Sums it Up:thumbs_up: Arent on the Same Page? Just Scroll on By !!:waving_hand:,1
